Iteration-index		e_normA		r_norm2
31842		0.0129175016		0.0023503777
31843		0.0129174244		0.0020132105
31844		0.0129173516		0.0018835185
31845		0.0129172872		0.0021656852
31846		0.0129171684		0.0025418177
31847		0.0129170477		0.0028910153
31848		0.0129168549		0.0031442172
31849		0.0129166981		0.0033942288
31850		0.0129165064		0.0030360867
31851		0.0129163764		0.0026764312
31852		0.0129162892		0.0022679735
31853		0.0129162124		0.0021460437
31854		0.0129161411		0.0020793083
31855		0.0129160781		0.0016080543
31856		0.0129160388		0.0013970702
31857		0.0129160061		0.0014177363
31858		0.0129159706		0.0015459853
31859		0.0129159310		0.0017398793
31860		0.0129158678		0.0019588052
31861		0.0129157853		0.0024380308
31862		0.0129156394		0.0031981092
31863		0.0129153975		0.0043715534
31864		0.0129150232		0.0047235812
31865		0.0129145774		0.0048377749
31866		0.0129141425		0.0053179602
31867		0.0129137528		0.0045791425
31868		0.0129134151		0.0042925868
31869		0.0129130003		0.0046979575
31870		0.0129126473		0.0046774092
31871		0.0129122901		0.0043899728
31872		0.0129120295		0.0027989717
31873		0.0129119239		0.0019239487
31874		0.0129118753		0.0015313923
31875		0.0129118467		0.0013258077
31876		0.0129118199		0.0012386282
31877		0.0129117829		0.0015029258
31878		0.0129117454		0.0015836746
31879		0.0129117088		0.0015716207
31880		0.0129116682		0.0015122437
31881		0.0129116219		0.0015683096
31882		0.0129115716		0.0016928629
31883		0.0129115259		0.0014184030
31884		0.0129114916		0.0013016348
31885		0.0129114660		0.0013589013
31886		0.0129114304		0.0014782692
31887		0.0129113910		0.0016335343
31888		0.0129113393		0.0020668216
31889		0.0129112589		0.0024791554
31890		0.0129111302		0.0028419636
31891		0.0129109847		0.0031707972
31892		0.0129107751		0.0038326629
31893		0.0129105591		0.0036198388
31894		0.0129103783		0.0035102627
31895		0.0129101681		0.0030892809
31896		0.0129099943		0.0027883944
31897		0.0129098756		0.0028261916
31898		0.0129097453		0.0027631849
31899		0.0129095783		0.0032389633
31900		0.0129094062		0.0035903965
31901		0.0129092298		0.0033370781
31902		0.0129090029		0.0033567006
31903		0.0129088550		0.0029937382
31904		0.0129087019		0.0031005312
31905		0.0129085734		0.0025565163
31906		0.0129084281		0.0027141800
31907		0.0129083223		0.0025330429
31908		0.0129082406		0.0021155140
31909		0.0129081597		0.0020929417
31910		0.0129080824		0.0019149277
31911		0.0129080354		0.0013778228
31912		0.0129080076		0.0010903336
31913		0.0129079907		0.0009932555
31914		0.0129079734		0.0011809792
31915		0.0129079477		0.0012952612
31916		0.0129079065		0.0016539939
31917		0.0129078542		0.0019465610
31918		0.0129077668		0.0022658812
31919		0.0129076896		0.0024868577
31920		0.0129075976		0.0019155018
31921		0.0129075421		0.0017691446
31922		0.0129074863		0.0016254504
31923		0.0129074440		0.0015438404
31924		0.0129074033		0.0014889325
31925		0.0129073568		0.0019444896
31926		0.0129072816		0.0021391657
31927		0.0129072125		0.0019911191
31928		0.0129071470		0.0022725683
31929		0.0129070320		0.0028047811
31930		0.0129069187		0.0023436119
31931		0.0129068314		0.0021641958
31932		0.0129067594		0.0021689117
31933		0.0129066537		0.0026941106
31934		0.0129065060		0.0035241450
31935		0.0129062770		0.0044484899
31936		0.0129058637		0.0046092568
31937		0.0129055661		0.0033811774
31938		0.0129054392		0.0024884413
31939		0.0129053395		0.0025644313
31940		0.0129052355		0.0023547946
31941		0.0129051504		0.0021609702
31942		0.0129050922		0.0016140639
31943		0.0129050582		0.0015091131
31944		0.0129050216		0.0014880928
31945		0.0129049862		0.0015157643
31946		0.0129049501		0.0013782686
31947		0.0129049194		0.0011705050
31948		0.0129048966		0.0010775204
31949		0.0129048787		0.0011179772
31950		0.0129048608		0.0010419502
31951		0.0129048449		0.0010033679
31952		0.0129048186		0.0012118147
31953		0.0129047938		0.0013687627
31954		0.0129047480		0.0014526405
31955		0.0129047069		0.0015989464
31956		0.0129046657		0.0016234440
31957		0.0129046112		0.0019273401
31958		0.0129045236		0.0027001960
31959		0.0129044075		0.0024597021
31960		0.0129042702		0.0029093925
31961		0.0129041347		0.0030962897
31962		0.0129039989		0.0026877069
31963		0.0129038456		0.0032005667
31964		0.0129036684		0.0029976380
31965		0.0129035257		0.0031581340
31966		0.0129033451		0.0026620173
31967		0.0129032084		0.0027349866
31968		0.0129030960		0.0024489795
31969		0.0129029781		0.0026400394
31970		0.0129028596		0.0019762407
31971		0.0129027981		0.0014989377
31972		0.0129027691		0.0015110629
31973		0.0129027233		0.0016269785
31974		0.0129026748		0.0015970792
31975		0.0129026337		0.0013416725
31976		0.0129026081		0.0010105196
31977		0.0129025903		0.0009530676
31978		0.0129025743		0.0008863347
31979		0.0129025627		0.0007444928
31980		0.0129025517		0.0008459836
31981		0.0129025379		0.0009230022
31982		0.0129025218		0.0009936649
31983		0.0129025011		0.0010869563
31984		0.0129024817		0.0011504806
31985		0.0129024567		0.0011852562
31986		0.0129024356		0.0012387160
31987		0.0129024069		0.0014527998
31988		0.0129023718		0.0015488985
31989		0.0129023317		0.0016649653
31990		0.0129022777		0.0016486928
31991		0.0129022108		0.0018423473
31992		0.0129021350		0.0022947659
31993		0.0129020348		0.0028823399
31994		0.0129018916		0.0032416319
31995		0.0129017092		0.0034357095
31996		0.0129015272		0.0032633079
31997		0.0129013532		0.0029244237
31998		0.0129012247		0.0024725283
31999		0.0129011041		0.0020505865
32000		0.0129010455		0.0016190274
32001		0.0129009999		0.0016331497
32002		0.0129009624		0.0014917619
32003		0.0129009173		0.0014451856
32004		0.0129008918		0.0011256643
32005		0.0129008770		0.0008170724
32006		0.0129008679		0.0006812971
32007		0.0129008600		0.0007029945
32008		0.0129008515		0.0007583222
32009		0.0129008410		0.0008551905
32010		0.0129008264		0.0010043951
32011		0.0129008088		0.0011127679
32012		0.0129007872		0.0011968813
32013		0.0129007536		0.0013848423
32014		0.0129007241		0.0012233305
32015		0.0129007020		0.0012115730
32016		0.0129006810		0.0011342753
32017		0.0129006514		0.0015514992
32018		0.0129006101		0.0017600096
32019		0.0129005466		0.0021109220
32020		0.0129004756		0.0021975276
32021		0.0129003970		0.0020845706
32022		0.0129003338		0.0015170444
32023		0.0129002939		0.0012985948
32024		0.0129002676		0.0012649139
32025		0.0129002378		0.0015041992
32026		0.0129002060		0.0012363881
32027		0.0129001811		0.0009868244
32028		0.0129001625		0.0009660413
32029		0.0129001475		0.0009333385
32030		0.0129001327		0.0010001272
32031		0.0129001104		0.0012354751
32032		0.0129000866		0.0012557911
32033		0.0129000373		0.0017523567
32034		0.0128999721		0.0021442597
32035		0.0128998878		0.0025637401
32036		0.0128997959		0.0023707959
32037		0.0128997031		0.0019689381
32038		0.0128996469		0.0018350615
32039		0.0128995843		0.0018516814
32040		0.0128995346		0.0014775125
32041		0.0128995023		0.0011202509
32042		0.0128994880		0.0009553700
32043		0.0128994767		0.0006452879
32044		0.0128994704		0.0005227528
32045		0.0128994654		0.0005216396
32046		0.0128994603		0.0005900663
32047		0.0128994534		0.0007151375
32048		0.0128994420		0.0007480515
32049		0.0128994334		0.0006859532
32050		0.0128994236		0.0007200809
32051		0.0128994157		0.0007474664
32052		0.0128994071		0.0007978025
32053		0.0128993931		0.0009340040
32054		0.0128993767		0.0010499024
32055		0.0128993460		0.0015877703
32056		0.0128993048		0.0015310641
32057		0.0128992519		0.0017827864
32058		0.0128992129		0.0016408457
32059		0.0128991533		0.0016852222
32060		0.0128991175		0.0013886092
32061		0.0128990829		0.0014550729
32062		0.0128990541		0.0012693486
32063		0.0128990281		0.0010521384
32064		0.0128990083		0.0012005557
32065		0.0128989859		0.0011736201
32066		0.0128989659		0.0011140641
32067		0.0128989439		0.0009876840
32068		0.0128989227		0.0011824328
32069		0.0128989038		0.0011121353
32070		0.0128988799		0.0011270193
32071		0.0128988578		0.0011679424
32072		0.0128988331		0.0012029049
32073		0.0128988111		0.0012065115
32074		0.0128987839		0.0012876487
32075		0.0128987587		0.0013450692
32076		0.0128987272		0.0011565340
32077		0.0128987080		0.0010914445
32078		0.0128986920		0.0007817563
32079		0.0128986818		0.0006425828
32080		0.0128986771		0.0005023103
32081		0.0128986732		0.0004670620
32082		0.0128986700		0.0003829619
32083		0.0128986672		0.0004051096
32084		0.0128986640		0.0004695466
32085		0.0128986593		0.0005742808
32086		0.0128986533		0.0006246730
32087		0.0128986472		0.0005627601
32088		0.0128986421		0.0005925930
32089		0.0128986369		0.0006586763
32090		0.0128986261		0.0009068124
32091		0.0128986065		0.0012682536
32092		0.0128985697		0.0013927260
32093		0.0128985264		0.0014693015
32094		0.0128984842		0.0015720498
32095		0.0128984463		0.0017025355
32096		0.0128984005		0.0017659346
32097		0.0128983549		0.0015262471
32098		0.0128983031		0.0016081253
32099		0.0128982724		0.0013889023
32100		0.0128982415		0.0012851344
32101		0.0128982185		0.0011881672
32102		0.0128981987		0.0008862272
32103		0.0128981840		0.0009179640
32104		0.0128981728		0.0007584415
32105		0.0128981617		0.0008282924
32106		0.0128981518		0.0007488376
32107		0.0128981441		0.0007014746
32108		0.0128981372		0.0006102002
32109		0.0128981315		0.0005499623
32110		0.0128981276		0.0003845518
32111		0.0128981255		0.0003876215
32112		0.0128981231		0.0003461060
32113		0.0128981208		0.0003433505
32114		0.0128981188		0.0003834256
32115		0.0128981163		0.0003489098
32116		0.0128981129		0.0004999784
32117		0.0128981066		0.0006689842
32118		0.0128980997		0.0006471631
32119		0.0128980912		0.0008607615
32120		0.0128980745		0.0009924579
32121		0.0128980487		0.0015082134
32122		0.0128980051		0.0014932993
32123		0.0128979631		0.0014655458
32124		0.0128979268		0.0011741915
32125		0.0128979011		0.0012098614
32126		0.0128978730		0.0014092214
32127		0.0128978385		0.0013293238
32128		0.0128978089		0.0012372681
32129		0.0128977878		0.0010195234
32130		0.0128977706		0.0008659440
32131		0.0128977587		0.0007441476
32132		0.0128977506		0.0006408704
32133		0.0128977429		0.0005623996
32134		0.0128977397		0.0003667565
32135		0.0128977377		0.0003058641
32136		0.0128977364		0.0002944070
32137		0.0128977346		0.0003530274
32138		0.0128977317		0.0004492951
32139		0.0128977271		0.0005855482
32140		0.0128977221		0.0005820168
32141		0.0128977164		0.0006043386
32142		0.0128977090		0.0006664934
32143		0.0128977006		0.0006333658
32144		0.0128976945		0.0005444376
32145		0.0128976900		0.0004870947
32146		0.0128976868		0.0003898576
32147		0.0128976833		0.0005014656
32148		0.0128976787		0.0005862163
32149		0.0128976696		0.0009434690
32150		0.0128976552		0.0010224394
32151		0.0128976316		0.0011206076
32152		0.0128976023		0.0012732017
32153		0.0128975716		0.0012626370
32154		0.0128975458		0.0012288452
32155		0.0128975189		0.0011608731
32156		0.0128974916		0.0011551875
32157		0.0128974626		0.0012974141
32158		0.0128974339		0.0014159720
32159		0.0128974033		0.0012218235
32160		0.0128973749		0.0011027287
32161		0.0128973566		0.0008948639
32162		0.0128973469		0.0007894117
32163		0.0128973378		0.0005872841
32164		0.0128973304		0.0007134064
32165		0.0128973230		0.0007125980
32166		0.0128973142		0.0006133586
32167		0.0128973095		0.0004982246
32168		0.0128973059		0.0004128930
32169		0.0128973034		0.0004395771
32170		0.0128973003		0.0004406717
32171		0.0128972972		0.0004451223
32172		0.0128972935		0.0005048344
32173		0.0128972870		0.0006188530
32174		0.0128972799		0.0006264523
32175		0.0128972738		0.0005637033
32176		0.0128972680		0.0006207078
32177		0.0128972624		0.0006571518
32178		0.0128972544		0.0007774113
32179		0.0128972405		0.0009244040
32180		0.0128972252		0.0009419072
32181		0.0128972122		0.0009503220
32182		0.0128971948		0.0011097269
32183		0.0128971705		0.0013443739
32184		0.0128971337		0.0016384272
32185		0.0128970846		0.0016939768
32186		0.0128970350		0.0019829631
32187		0.0128969658		0.0019036508
32188		0.0128969041		0.0018328713
32189		0.0128968533		0.0014794684
32190		0.0128968188		0.0014623601
32191		0.0128967917		0.0011234534
32192		0.0128967738		0.0008672002
32193		0.0128967660		0.0005872901
32194		0.0128967617		0.0004777045
32195		0.0128967571		0.0005642490
32196		0.0128967500		0.0006844353
32197		0.0128967408		0.0007797674
32198		0.0128967285		0.0009641578
32199		0.0128967127		0.0009915489
32200		0.0128966856		0.0012421778
32201		0.0128966578		0.0013937704
32202		0.0128966308		0.0011112086
32203		0.0128966129		0.0009617381
32204		0.0128966037		0.0007155217
32205		0.0128965913		0.0008809793
32206		0.0128965728		0.0011790956
32207		0.0128965555		0.0010053201
32208		0.0128965374		0.0009815292
32209		0.0128965254		0.0007768274
32210		0.0128965172		0.0006758138
32211		0.0128965083		0.0007610012
32212		0.0128964971		0.0008536199
32213		0.0128964840		0.0008655099
32214		0.0128964691		0.0008556391
32215		0.0128964561		0.0008912996
32216		0.0128964463		0.0007811770
32217		0.0128964363		0.0007998846
32218		0.0128964233		0.0009039970
32219		0.0128964048		0.0010902226
32220		0.0128963757		0.0014729714
32221		0.0128963255		0.0021648389
32222		0.0128962193		0.0028090785
32223		0.0128960697		0.0030416198
32224		0.0128959183		0.0026941821
32225		0.0128958297		0.0018304304
32226		0.0128957841		0.0015932856
32227		0.0128957485		0.0012204553
32228		0.0128957232		0.0011360376
32229		0.0128957013		0.0011072143
32230		0.0128956805		0.0010805492
32231		0.0128956623		0.0009871522
32232		0.0128956496		0.0008679376
32233		0.0128956338		0.0010438271
32234		0.0128956104		0.0011025331
32235		0.0128955938		0.0008951037
32236		0.0128955810		0.0007912256
32237		0.0128955717		0.0007283856
32238		0.0128955617		0.0006256638
32239		0.0128955529		0.0007959353
32240		0.0128955404		0.0009646305
32241		0.0128955267		0.0009070040
32242		0.0128955126		0.0010077450
32243		0.0128954846		0.0012934268
32244		0.0128954512		0.0014252548
32245		0.0128954158		0.0015889802
32246		0.0128953706		0.0017366746
32247		0.0128953173		0.0017990577
32248		0.0128952574		0.0016197507
32249		0.0128952071		0.0015519825
32250		0.0128951698		0.0016130981
32251		0.0128951124		0.0019129985
32252		0.0128950509		0.0018115664
32253		0.0128949878		0.0021063803
32254		0.0128949196		0.0021860958
32255		0.0128948378		0.0024606318
32256		0.0128947469		0.0025226830
32257		0.0128945760		0.0025929676
32258		0.0128944331		0.0026227579
32259		0.0128943105		0.0024120080
32260		0.0128942245		0.0022715059
32261		0.0128941639		0.0016692388
32262		0.0128941184		0.0016636942
32263		0.0128940833		0.0013534450
32264		0.0128940583		0.0011007336
32265		0.0128940390		0.0010752146
32266		0.0128940175		0.0012586308
32267		0.0128939836		0.0014893244
32268		0.0128939373		0.0016524009
32269		0.0128938981		0.0014331091
32270		0.0128938685		0.0011581142
32271		0.0128938506		0.0010461522
32272		0.0128938323		0.0010909068
32273		0.0128938055		0.0013696635
32274		0.0128937738		0.0015106116
32275		0.0128937289		0.0019253133
32276		0.0128936516		0.0022243005
32277		0.0128935601		0.0024745507
32278		0.0128934606		0.0021793492
32279		0.0128933421		0.0023956174
32280		0.0128932681		0.0024123566
32281		0.0128931832		0.0021953543
32282		0.0128931063		0.0019449072
32283		0.0128930393		0.0018596123
32284		0.0128929541		0.0021043941
32285		0.0128928705		0.0022184562
32286		0.0128927686		0.0020505028
32287		0.0128927092		0.0020551777
32288		0.0128926184		0.0023919141
32289		0.0128925153		0.0023353421
32290		0.0128924241		0.0023443577
32291		0.0128923286		0.0024537433
32292		0.0128922117		0.0027341081
32293		0.0128920541		0.0031457084
32294		0.0128918702		0.0030828132
32295		0.0128917621		0.0024478065
32296		0.0128916819		0.0020865680
32297		0.0128916235		0.0017504549
32298		0.0128915806		0.0012923197
32299		0.0128915559		0.0012716899
32300		0.0128915332		0.0011444210
32301		0.0128915071		0.0011350688
32302		0.0128914899		0.0008938065
32303		0.0128914770		0.0008449903
32304		0.0128914641		0.0009541352
32305		0.0128914451		0.0012952463
32306		0.0128914011		0.0016477785
32307		0.0128913181		0.0027299057
32308		0.0128911956		0.0025166858
32309		0.0128910640		0.0024938245
32310		0.0128909218		0.0029568591
32311		0.0128907618		0.0028214330
32312		0.0128906313		0.0028106753
32313		0.0128905345		0.0022384847
32314		0.0128904633		0.0021337273
32315		0.0128903882		0.0020097113
32316		0.0128903077		0.0023037175
32317		0.0128902066		0.0025171524
32318		0.0128900780		0.0026561893
32319		0.0128899666		0.0022863817
32320		0.0128898914		0.0021523206
32321		0.0128897833		0.0023874716
32322		0.0128897199		0.0019479484
32323		0.0128896661		0.0014194405
32324		0.0128896372		0.0012222451
32325		0.0128896135		0.0010900108
32326		0.0128895942		0.0010436735
32327		0.0128895789		0.0010110517
32328		0.0128895602		0.0010549957
32329		0.0128895389		0.0012000150
32330		0.0128895146		0.0011441586
32331		0.0128894896		0.0012817351
32332		0.0128894597		0.0013852688
32333		0.0128894257		0.0016042405
32334		0.0128893685		0.0021878663
32335		0.0128892274		0.0035586171
32336		0.0128889202		0.0043260459
32337		0.0128886718		0.0041342422
32338		0.0128883706		0.0040765153
32339		0.0128881729		0.0034935354
32340		0.0128879800		0.0026868623
32341		0.0128878973		0.0017314539
32342		0.0128878438		0.0015749353
32343		0.0128877956		0.0019216563
32344		0.0128877433		0.0017286897
32345		0.0128876965		0.0015703636
32346		0.0128876579		0.0014420893
32347		0.0128876211		0.0015873832
32348		0.0128875814		0.0016297913
32349		0.0128875345		0.0016772115
32350		0.0128874890		0.0015540432
32351		0.0128874306		0.0016829464
32352		0.0128873894		0.0016359179
32353		0.0128873444		0.0015510810
32354		0.0128873083		0.0013623436
32355		0.0128872758		0.0011849905
32356		0.0128872571		0.0011600741
32357		0.0128872362		0.0010389340
32358		0.0128872183		0.0011546305
32359		0.0128871907		0.0012101094
32360		0.0128871595		0.0013423155
32361		0.0128871245		0.0015718142
32362		0.0128870830		0.0016553078
32363		0.0128870175		0.0021380829
32364		0.0128868749		0.0026976475
32365		0.0128867105		0.0029353049
32366		0.0128865885		0.0031996472
32367		0.0128864329		0.0027708870
32368		0.0128863118		0.0028230376
32369		0.0128861763		0.0027287633
32370		0.0128860570		0.0024405681
32371		0.0128859739		0.0020250640
32372		0.0128859005		0.0023676834
32373		0.0128858162		0.0023243687
32374		0.0128857054		0.0026420855
32375		0.0128855434		0.0029682964
32376		0.0128853766		0.0032820975
32377		0.0128851970		0.0034592319
32378		0.0128849822		0.0036667890
32379		0.0128848068		0.0032537395
32380		0.0128846500		0.0028817956
32381		0.0128845160		0.0024621458
32382		0.0128844344		0.0019940895
32383		0.0128843609		0.0018177071
32384		0.0128843151		0.0016293403
32385		0.0128842720		0.0015933622
32386		0.0128842332		0.0015218429
32387		0.0128842028		0.0011551542
32388		0.0128841846		0.0009481216
32389		0.0128841675		0.0009771527
32390		0.0128841499		0.0010650864
32391		0.0128841312		0.0011060744
32392		0.0128841068		0.0012373392
32393		0.0128840687		0.0014580223
32394		0.0128840315		0.0014263332
32395		0.0128840004		0.0016108227
32396		0.0128839451		0.0022589803
32397		0.0128838434		0.0024473563
32398		0.0128837450		0.0023772737
32399		0.0128836640		0.0018551478
32400		0.0128836114		0.0014601523
32401		0.0128835798		0.0012699775
32402		0.0128835577		0.0012079239
32403		0.0128835252		0.0014287202
32404		0.0128834883		0.0016007577
32405		0.0128834418		0.0020924775
32406		0.0128833283		0.0030523811
32407		0.0128831007		0.0038126986
32408		0.0128827945		0.0043448636
32409		0.0128824242		0.0042683185
32410		0.0128821777		0.0035127794
32411		0.0128819777		0.0031198251
32412		0.0128818586		0.0024200482
32413		0.0128817760		0.0019470029
32414		0.0128817096		0.0017121500
32415		0.0128816638		0.0015617719
32416		0.0128816256		0.0014726725
32417		0.0128815881		0.0014051672
32418		0.0128815498		0.0014836098
32419		0.0128815136		0.0014828977
32420		0.0128814854		0.0011905295
32421		0.0128814632		0.0012996166
32422		0.0128814313		0.0015249658
32423		0.0128813875		0.0017587599
32424		0.0128813368		0.0017304549
32425		0.0128812922		0.0016998156
32426		0.0128812275		0.0021117694
32427		0.0128811384		0.0026340928
32428		0.0128809976		0.0028021853
32429		0.0128808288		0.0033837093
32430		0.0128806236		0.0034898291
32431		0.0128804069		0.0031800192
32432		0.0128802658		0.0026476856
32433		0.0128801625		0.0024261815
32434		0.0128800594		0.0023797494
32435		0.0128799659		0.0020171825
32436		0.0128799068		0.0016693965
32437		0.0128798428		0.0017100561
32438		0.0128797831		0.0019001192
32439		0.0128797167		0.0020067031
32440		0.0128796544		0.0020141657
32441		0.0128795946		0.0017671489
32442		0.0128795459		0.0018901084
32443		0.0128794836		0.0017592170
32444		0.0128794367		0.0016213165
32445		0.0128793954		0.0016696948
32446		0.0128793442		0.0016945774
32447		0.0128792907		0.0016979509
32448		0.0128792300		0.0018428410
32449		0.0128791733		0.0018381957
32450		0.0128790881		0.0026074465
32451		0.0128789525		0.0028582796
32452		0.0128788025		0.0030532853
32453		0.0128786586		0.0030912027
32454		0.0128784705		0.0033338570
32455		0.0128782283		0.0038809168
32456		0.0128779547		0.0040672400
32457		0.0128776958		0.0041731340
32458		0.0128774837		0.0030148887
32459		0.0128773470		0.0029263441
32460		0.0128772112		0.0029752976
32461		0.0128770530		0.0033348576
32462		0.0128768234		0.0034290745
32463		0.0128766387		0.0032976527
32464		0.0128764783		0.0030567898
32465		0.0128763398		0.0028974072
32466		0.0128762166		0.0023106887
32467		0.0128761420		0.0019726850
32468		0.0128760833		0.0018785308
32469		0.0128760013		0.0024685922
32470		0.0128759026		0.0025642928
32471		0.0128757853		0.0024992554
32472		0.0128756765		0.0025127737
32473		0.0128755583		0.0020815223
32474		0.0128754472		0.0025688255
32475		0.0128753379		0.0024112307
32476		0.0128752412		0.0023329201
32477		0.0128751580		0.0022071274
32478		0.0128750874		0.0019970367
32479		0.0128750306		0.0018938135
32480		0.0128749648		0.0021218013
32481		0.0128748979		0.0017835796
32482		0.0128748428		0.0017767098
32483		0.0128747757		0.0021343377
32484		0.0128746887		0.0030842263
32485		0.0128744225		0.0043069086
32486		0.0128740936		0.0040597597
32487		0.0128738520		0.0036016537
32488		0.0128736011		0.0042120060
32489		0.0128733305		0.0040595014
32490		0.0128730153		0.0048751094
32491		0.0128725592		0.0051831920
32492		0.0128721710		0.0047155633
32493		0.0128717624		0.0046657434
32494		0.0128713553		0.0047389773
32495		0.0128709870		0.0044380126
32496		0.0128707846		0.0037143223
32497		0.0128705192		0.0033853120
32498		0.0128703324		0.0028182237
32499		0.0128702401		0.0023239374
32500		0.0128701370		0.0024387347
32501		0.0128700464		0.0020234228
32502		0.0128699737		0.0021990566
32503		0.0128698998		0.0021305288
32504		0.0128698176		0.0024941795
32505		0.0128696995		0.0028508178
32506		0.0128695248		0.0036232526
32507		0.0128692773		0.0037600410
32508		0.0128690328		0.0040878515
32509		0.0128688505		0.0027659468
32510		0.0128687292		0.0027792018
32511		0.0128685984		0.0026478053
32512		0.0128684911		0.0027233249
32513		0.0128683939		0.0020528207
32514		0.0128683159		0.0023191621
32515		0.0128682191		0.0027797310
32516		0.0128680134		0.0031919872
32517		0.0128677707		0.0037080656
32518		0.0128674150		0.0048966231
32519		0.0128668694		0.0059676034
32520		0.0128662098		0.0056812175
32521		0.0128655857		0.0061840566
32522		0.0128651612		0.0041620773
32523		0.0128648167		0.0040958770
32524		0.0128645834		0.0036001211
32525		0.0128643932		0.0035216321
32526		0.0128641888		0.0032129767
32527		0.0128640420		0.0025600208
32528		0.0128639358		0.0027142034
32529		0.0128637865		0.0032687281
32530		0.0128636131		0.0033278801
32531		0.0128633147		0.0040684208
32532		0.0128630456		0.0044467343
32533		0.0128627012		0.0041880104
32534		0.0128624789		0.0034689262
32535		0.0128622997		0.0032381341
32536		0.0128621119		0.0037834852
32537		0.0128617943		0.0042885847
32538		0.0128614491		0.0047873560
32539		0.0128610317		0.0052859832
32540		0.0128604785		0.0060906838
32541		0.0128598609		0.0059249607
32542		0.0128592887		0.0060164415
32543		0.0128587738		0.0051471453
32544		0.0128583146		0.0047129069
32545		0.0128580189		0.0035728804
32546		0.0128578323		0.0029344570
32547		0.0128576775		0.0030426758
32548		0.0128574925		0.0037440354
32549		0.0128572043		0.0043308798
32550		0.0128568682		0.0042309051
32551		0.0128566345		0.0033842043
32552		0.0128564424		0.0034056978
32553		0.0128561842		0.0039815863
32554		0.0128558869		0.0037601374
32555		0.0128556734		0.0031767965
32556		0.0128555295		0.0027046355
32557		0.0128554314		0.0023825651
32558		0.0128553328		0.0025587678
32559		0.0128552290		0.0026782450
32560		0.0128551268		0.0022177324
32561		0.0128550511		0.0022591603
32562		0.0128549527		0.0026757694
32563		0.0128547240		0.0035856316
32564		0.0128544803		0.0035361533
32565		0.0128542589		0.0035388355
32566		0.0128540129		0.0034756558
32567		0.0128537985		0.0037059390
32568		0.0128533939		0.0056275746
32569		0.0128528246		0.0062063624
32570		0.0128519790		0.0067129999
32571		0.0128511935		0.0073440523
32572		0.0128502557		0.0082439366
32573		0.0128489251		0.0104585983
32574		0.0128467313		0.0117084061
32575		0.0128444273		0.0099411050
32576		0.0128432805		0.0077777529
32577		0.0128424795		0.0058368005
32578		0.0128418877		0.0051046289
32579		0.0128415026		0.0042854166
32580		0.0128412742		0.0037547001
32581		0.0128410672		0.0035554332
32582		0.0128408845		0.0034319393
32583		0.0128406474		0.0037868476
32584		0.0128404229		0.0037772247
32585		0.0128402036		0.0029987335
32586		0.0128400634		0.0029751229
32587		0.0128399281		0.0026150355
32588		0.0128398169		0.0023183289
32589		0.0128397009		0.0026191720
32590		0.0128395755		0.0025513819
32591		0.0128394045		0.0028505654
32592		0.0128392657		0.0032804451
32593		0.0128391199		0.0032692484
32594		0.0128388357		0.0042734747
32595		0.0128385452		0.0044235981
32596		0.0128381668		0.0044751721
32597		0.0128376316		0.0052964922
32598		0.0128371082		0.0055037885
32599		0.0128364488		0.0063235389
32600		0.0128357213		0.0080563081
32601		0.0128347209		0.0077228012
32602		0.0128335943		0.0081570800
32603		0.0128326496		0.0077913773
32604		0.0128316763		0.0063481199
32605		0.0128310164		0.0053840394
32606		0.0128306592		0.0048774971
32607		0.0128302245		0.0052998547
32608		0.0128298000		0.0054367324
32609		0.0128292100		0.0048006660
32610		0.0128286012		0.0065692305
32611		0.0128275642		0.0081403127
32612		0.0128265005		0.0081294786
32613		0.0128255484		0.0065082430
32614		0.0128249117		0.0058243201
32615		0.0128244203		0.0051058375
32616		0.0128239728		0.0053563295
32617		0.0128235219		0.0041005855
32618		0.0128231901		0.0040960090
32619		0.0128229043		0.0039805085
32620		0.0128226822		0.0034275385
32621		0.0128224854		0.0028952297
32622		0.0128223501		0.0028424899
32623		0.0128222170		0.0031790606
32624		0.0128220611		0.0030424199
32625		0.0128219194		0.0026124008
32626		0.0128217396		0.0029106307
32627		0.0128215664		0.0031159234
32628		0.0128214065		0.0030897980
32629		0.0128212404		0.0032891103
32630		0.0128210290		0.0038398868
32631		0.0128207527		0.0041073364
32632		0.0128204226		0.0046595628
32633		0.0128199979		0.0050654626
32634		0.0128195461		0.0052896936
32635		0.0128188211		0.0075633739
32636		0.0128178954		0.0081516049
32637		0.0128166629		0.0078679747
32638		0.0128156403		0.0067241685
32639		0.0128150440		0.0057996928
32640		0.0128145760		0.0042441044
32641		0.0128143594		0.0034018820
32642		0.0128141548		0.0032692956
32643		0.0128139669		0.0035554134
32644		0.0128137521		0.0042026521
32645		0.0128133903		0.0050793200
32646		0.0128126843		0.0064573509
32647		0.0128119466		0.0068921089
32648		0.0128111968		0.0068891293
32649		0.0128106213		0.0056312359
32650		0.0128100541		0.0060052680
32651		0.0128093139		0.0067632473
32652		0.0128084332		0.0064842553
32653		0.0128079056		0.0057287016
32654		0.0128073855		0.0050496713
32655		0.0128069745		0.0050718901
32656		0.0128065703		0.0044545089
32657		0.0128062326		0.0042477496
32658		0.0128059583		0.0045593278
32659		0.0128056271		0.0045831032
32660		0.0128051906		0.0045802649
32661		0.0128049184		0.0035759221
32662		0.0128047125		0.0029938943
32663		0.0128045247		0.0039283083
