Iteration-index		e_normA		r_norm2
3566		0.1327347990		0.0731611120
3567		0.1327251708		0.0777438053
3568		0.1327142220		0.0916057547
3569		0.1326963629		0.1131039666
3570		0.1326777129		0.1103485719
3571		0.1326615764		0.0979406335
3572		0.1326470963		0.0901128613
3573		0.1326356160		0.0663421074
3574		0.1326305148		0.0451583604
3575		0.1326279715		0.0344017165
3576		0.1326260821		0.0385138841
3577		0.1326235645		0.0405736348
3578		0.1326212929		0.0383248653
3579		0.1326186922		0.0386563715
3580		0.1326155726		0.0467877949
3581		0.1326115928		0.0444372138
3582		0.1326085225		0.0443714585
3583		0.1326041434		0.0532791304
3584		0.1325972762		0.0639140489
3585		0.1325899464		0.0591688551
3586		0.1325839928		0.0698873452
3587		0.1325758421		0.0744717557
3588		0.1325640599		0.0844599613
3589		0.1325511621		0.0923377147
3590		0.1325336545		0.1237266799
3591		0.1325079422		0.1292680324
3592		0.1324817277		0.1068715336
3593		0.1324648171		0.0944349491
3594		0.1324517909		0.0999775490
3595		0.1324370500		0.0888512082
3596		0.1324228004		0.0993707307
3597		0.1324073968		0.1084517507
3598		0.1323879057		0.1106192768
3599		0.1323698628		0.0949795115
3600		0.1323563874		0.0976499933
3601		0.1323418488		0.0961579965
3602		0.1323254919		0.0915117134
3603		0.1323158797		0.0723470516
3604		0.1323079387		0.0659572127
3605		0.1323017158		0.0540311455
3606		0.1322982818		0.0431473101
3607		0.1322958995		0.0354186402
3608		0.1322937133		0.0369890489
3609		0.1322911192		0.0417276689
3610		0.1322882709		0.0424066288
3611		0.1322844592		0.0471585487
3612		0.1322786398		0.0660081031
3613		0.1322703452		0.0658575090
3614		0.1322635653		0.0666382059
3615		0.1322558873		0.0724945615
3616		0.1322456434		0.0839247770
3617		0.1322330108		0.0888678329
3618		0.1322193579		0.0894864164
3619		0.1322050461		0.0974238795
3620		0.1321910594		0.0804805805
3621		0.1321790073		0.0792515961
3622		0.1321667982		0.0923473120
3623		0.1321535385		0.0889887110
3624		0.1321413080		0.0670898126
3625		0.1321349361		0.0600921884
3626		0.1321294988		0.0495862648
3627		0.1321252100		0.0509448174
3628		0.1321205712		0.0592769423
3629		0.1321159288		0.0613993167
3630		0.1321080815		0.0692397201
3631		0.1320980955		0.0796915988
3632		0.1320821339		0.0805441394
3633		0.1320674752		0.0971887641
3634		0.1320462527		0.1183543082
3635		0.1320126495		0.1388110645
3636		0.1319836422		0.1461979275
3637		0.1319525685		0.1309585611
3638		0.1319242831		0.1284942282
3639		0.1319041571		0.0926663120
3640		0.1318915582		0.0909998071
3641		0.1318779107		0.0914344332
3642		0.1318644395		0.0878211978
3643		0.1318537360		0.0689374344
3644		0.1318460492		0.0664417714
3645		0.1318387112		0.0566443267
3646		0.1318336003		0.0607975803
3647		0.1318281245		0.0577338897
3648		0.1318214697		0.0631226432
3649		0.1318151954		0.0492722308
3650		0.1318118095		0.0395120852
3651		0.1318090600		0.0368317764
3652		0.1318073168		0.0361421753
3653		0.1318053114		0.0346293246
3654		0.1318025292		0.0511186641
3655		0.1317945051		0.0760251851
3656		0.1317826590		0.0871761156
3657		0.1317689948		0.0904058958
3658		0.1317470629		0.1160826251
3659		0.1317229606		0.1335868732
3660		0.1317014036		0.1094418819
3661		0.1316797985		0.1201621095
3662		0.1316562245		0.1158069912
3663		0.1316392529		0.1013190325
3664		0.1316242183		0.0876701255
3665		0.1316104333		0.0861214273
3666		0.1315962179		0.0900668948
3667		0.1315868834		0.0749648563
3668		0.1315754905		0.0804623740
3669		0.1315665773		0.0745638973
3670		0.1315603173		0.0542633917
3671		0.1315565308		0.0423678908
3672		0.1315531037		0.0441453010
3673		0.1315496830		0.0430420194
3674		0.1315455241		0.0520962899
3675		0.1315404563		0.0651247710
3676		0.1315286903		0.0927574515
3677		0.1315144499		0.0937146518
3678		0.1314947034		0.1127230064
3679		0.1314671585		0.1565981748
3680		0.1314333867		0.1440928398
3681		0.1314009319		0.1365531764
3682		0.1313651504		0.1461437292
3683		0.1313318885		0.1374255002
3684		0.1313120337		0.0892991876
3685		0.1313040025		0.0629313940
3686		0.1312977403		0.0541485752
3687		0.1312905858		0.0613997965
3688		0.1312838897		0.0638554518
3689		0.1312782967		0.0654281303
3690		0.1312690836		0.0656232950
3691		0.1312629835		0.0535925970
3692		0.1312590252		0.0411544657
3693		0.1312558164		0.0491296862
3694		0.1312498915		0.0592618360
3695		0.1312447423		0.0582850242
3696		0.1312389328		0.0616226541
3697		0.1312327408		0.0655370000
3698		0.1312248371		0.0632775641
3699		0.1312192793		0.0600086180
3700		0.1312099127		0.0766286172
3701		0.1311991945		0.0806921255
3702		0.1311899494		0.0744580351
3703		0.1311825847		0.0699321011
3704		0.1311732187		0.0696722441
3705		0.1311659367		0.0712644570
3706		0.1311560563		0.0902251616
3707		0.1311335513		0.1273499893
3708		0.1311012556		0.1455614462
3709		0.1310637969		0.1466553612
3710		0.1310114430		0.1783899609
3711		0.1309586135		0.1861304966
3712		0.1309135188		0.1676699827
3713		0.1308601163		0.1758285222
3714		0.1308132224		0.1416421228
3715		0.1307834961		0.1035830478
3716		0.1307707225		0.0734634075
3717		0.1307618473		0.0839416630
3718		0.1307527006		0.0631207683
3719		0.1307474026		0.0577338722
3720		0.1307409979		0.0626807087
3721		0.1307348225		0.0641486230
3722		0.1307294815		0.0516785352
3723		0.1307260516		0.0436619896
3724		0.1307209520		0.0594982779
3725		0.1307155664		0.0606076540
3726		0.1307097833		0.0685078009
3727		0.1307003475		0.0747681785
3728		0.1306894152		0.0757343235
3729		0.1306827933		0.0568008234
3730		0.1306767468		0.0574654747
3731		0.1306708203		0.0659611732
3732		0.1306643692		0.0619203623
3733		0.1306568483		0.0736765158
3734		0.1306453019		0.0817860387
3735		0.1306311997		0.0728365386
3736		0.1306223750		0.0704346871
3737		0.1306116053		0.0854958694
3738		0.1305999634		0.0767110219
3739		0.1305891584		0.0764544529
3740		0.1305764427		0.1004071267
3741		0.1305486316		0.1217923044
3742		0.1305239279		0.1186564406
3743		0.1304898488		0.1508181076
3744		0.1304437535		0.1725367336
3745		0.1303962000		0.1706629235
3746		0.1303565322		0.1465766153
3747		0.1303191159		0.1442534257
3748		0.1302942979		0.1006910645
3749		0.1302830285		0.0688105947
3750		0.1302748777		0.0667906941
3751		0.1302668892		0.0755242295
3752		0.1302546847		0.0808447225
3753		0.1302402789		0.0872243245
3754		0.1302249131		0.1074904957
3755		0.1302101004		0.0704912142
3756		0.1302024597		0.0676697108
3757		0.1301961852		0.0604109173
3758		0.1301905021		0.0659605585
3759		0.1301841000		0.0626148005
3760		0.1301763486		0.0752980714
3761		0.1301590630		0.0949554645
3762		0.1301465918		0.0818200167
3763		0.1301361852		0.0789901513
3764		0.1301283651		0.0709704699
3765		0.1301202678		0.0646491558
3766		0.1301149365		0.0585667797
3767		0.1301074122		0.0712305662
3768		0.1300959686		0.0801199987
3769		0.1300871714		0.0730308454
3770		0.1300790861		0.0751201977
3771		0.1300661224		0.0970641330
3772		0.1300494461		0.0988002542
3773		0.1300355359		0.0989334034
3774		0.1300206167		0.0956848219
3775		0.1300044454		0.0970488972
3776		0.1299899484		0.0773040330
3777		0.1299788613		0.0799502739
3778		0.1299646265		0.1025909531
3779		0.1299492212		0.0947007867
3780		0.1299370036		0.0875550049
3781		0.1299210645		0.0978447936
3782		0.1299036321		0.1071868967
3783		0.1298877178		0.0923642440
3784		0.1298742338		0.1005322485
3785		0.1298461727		0.1137562370
3786		0.1298302690		0.0986586465
3787		0.1298112599		0.1044420122
3788		0.1297939060		0.1094491665
3789		0.1297729675		0.1070477766
3790		0.1297503697		0.1239981030
3791		0.1297047143		0.1966351672
3792		0.1296323899		0.2019353691
3793		0.1295638319		0.1873237823
3794		0.1295117927		0.1645088797
3795		0.1294726400		0.1198886168
3796		0.1294542684		0.0889407843
3797		0.1294456512		0.0718621112
3798		0.1294336069		0.0783675268
3799		0.1294230812		0.0807991428
3800		0.1294138294		0.0745404804
3801		0.1294025088		0.0825250393
3802		0.1293918105		0.0837235357
3803		0.1293829031		0.0609020049
3804		0.1293756701		0.0696847092
3805		0.1293684905		0.0646699272
3806		0.1293621229		0.0535782630
3807		0.1293578056		0.0480477932
3808		0.1293531613		0.0573593358
3809		0.1293472381		0.0565203430
3810		0.1293415497		0.0682918804
3811		0.1293303215		0.0970048317
3812		0.1293079556		0.1552090803
3813		0.1292663965		0.1465308365
3814		0.1292190983		0.1611801930
3815		0.1291688185		0.1718115764
3816		0.1291259376		0.1181527971
3817		0.1291074422		0.0991773769
3818		0.1290900780		0.0987865860
3819		0.1290741182		0.0979854559
3820		0.1290558407		0.1081679347
3821		0.1290316548		0.1390078532
3822		0.1289871320		0.1820795489
3823		0.1289335655		0.1452606852
3824		0.1288898466		0.1873525885
3825		0.1288442400		0.1715204702
3826		0.1287849938		0.1606562617
3827		0.1287384072		0.1496033868
3828		0.1286995205		0.1422991789
3829		0.1286678998		0.0930561891
3830		0.1286578794		0.0727591900
3831		0.1286511232		0.0630514740
3832		0.1286445875		0.0608005907
3833		0.1286392493		0.0546246648
3834		0.1286348566		0.0479660495
3835		0.1286306344		0.0531365319
3836		0.1286258513		0.0456815241
3837		0.1286220815		0.0494890183
3838		0.1286159099		0.0626069979
3839		0.1286060117		0.0859569465
3840		0.1285936002		0.0859395761
3841		0.1285800792		0.1032458388
3842		0.1285617267		0.1116398981
3843		0.1285403602		0.1145813121
3844		0.1285145148		0.1304547921
3845		0.1284726443		0.1754915667
3846		0.1284223058		0.1470325897
3847		0.1283953638		0.1115470840
3848		0.1283778505		0.0952547441
3849		0.1283657262		0.0870254769
3850		0.1283520338		0.0960808597
3851		0.1283364839		0.1050703128
3852		0.1283147801		0.1363113014
3853		0.1282828008		0.1325833518
3854		0.1282466154		0.1525444229
3855		0.1282048213		0.1689094864
3856		0.1281532282		0.1743105400
3857		0.1280811696		0.2117101552
3858		0.1280151409		0.1875773292
3859		0.1279648481		0.1600766285
3860		0.1279332414		0.1222950462
3861		0.1279103300		0.1067392106
3862		0.1278889328		0.0911978366
3863		0.1278783198		0.0858086927
3864		0.1278620830		0.0869156470
3865		0.1278482391		0.0747389036
3866		0.1278402291		0.0596194025
3867		0.1278340442		0.0588920169
3868		0.1278294512		0.0519976331
3869		0.1278257507		0.0460039162
3870		0.1278214013		0.0605854292
3871		0.1278141725		0.0740551003
3872		0.1278047249		0.0668078306
3873		0.1277947933		0.0896278766
3874		0.1277781921		0.1082702189
3875		0.1277478095		0.1369128676
3876		0.1277078525		0.1486253313
3877		0.1276627237		0.1906646396
3878		0.1276143934		0.1626959319
3879		0.1275726663		0.1387216869
3880		0.1275366882		0.1495991595
3881		0.1275003014		0.1709546692
3882		0.1274499480		0.1563069065
3883		0.1274092663		0.1574450959
3884		0.1273649273		0.1718712963
3885		0.1273164102		0.1635055389
3886		0.1272745869		0.1420172970
3887		0.1272356563		0.1619720145
3888		0.1271868680		0.1797913405
3889		0.1271341647		0.1564708128
3890		0.1270878980		0.1621452682
3891		0.1270343602		0.1804397778
3892		0.1269791020		0.1715108620
3893		0.1269387676		0.1428289855
3894		0.1268987194		0.1229175145
3895		0.1268733203		0.0928467430
3896		0.1268619788		0.0681412351
3897		0.1268551441		0.0542356974
3898		0.1268508510		0.0533925163
3899		0.1268458687		0.0490271318
3900		0.1268416964		0.0547793710
3901		0.1268370943		0.0582713697
3902		0.1268308643		0.0662469850
3903		0.1268203538		0.0889772966
3904		0.1268026198		0.1034633742
3905		0.1267747436		0.1481871460
3906		0.1267319342		0.1760325052
3907		0.1266701162		0.2051442825
3908		0.1266027561		0.1885333678
3909		0.1265495202		0.1610454450
3910		0.1265086657		0.1537095208
3911		0.1264686867		0.1359518084
3912		0.1264415375		0.1198717909
3913		0.1264203490		0.1114927013
3914		0.1263912436		0.1351788691
3915		0.1263517273		0.1508377754
3916		0.1263019904		0.2085659636
3917		0.1262112756		0.2207710296
3918		0.1261516799		0.1672102909
3919		0.1261102141		0.1604570045
3920		0.1260612350		0.1601776474
3921		0.1260159633		0.1539144876
3922		0.1259875753		0.1221599609
3923		0.1259607376		0.1217187297
3924		0.1259363767		0.1016756680
3925		0.1259247666		0.0779781516
3926		0.1259120811		0.0788777491
3927		0.1258995625		0.0786902350
3928		0.1258916760		0.0610055262
3929		0.1258854028		0.0578490903
3930		0.1258790588		0.0668505930
3931		0.1258689269		0.0800682074
3932		0.1258553078		0.1141523109
3933		0.1258201047		0.1568377007
3934		0.1257390255		0.2114267262
3935		0.1256755895		0.1983938016
3936		0.1256237495		0.1838750606
3937		0.1255680713		0.1684554288
3938		0.1255284743		0.1201026059
3939		0.1254990167		0.1232376044
3940		0.1254745978		0.1209358946
3941		0.1254517095		0.0857211287
3942		0.1254396453		0.0784154683
3943		0.1254267462		0.0974569596
3944		0.1254115911		0.0944633716
3945		0.1253902632		0.1284149039
3946		0.1253616625		0.1370275240
3947		0.1253305353		0.1199068845
3948		0.1253089012		0.1028512298
3949		0.1252875552		0.1160200592
3950		0.1252626874		0.1302288029
3951		0.1252274448		0.1532608227
3952		0.1251827052		0.1652922450
3953		0.1251426140		0.1201494602
3954		0.1251179822		0.1124314820
3955		0.1250943248		0.1152550534
3956		0.1250709032		0.1237691369
3957		0.1250467333		0.1118070274
3958		0.1250260383		0.1265499171
3959		0.1249975978		0.1159090075
3960		0.1249803767		0.0966743543
3961		0.1249537801		0.1230788986
3962		0.1249190477		0.1338680502
3963		0.1248799780		0.1538250020
3964		0.1248379024		0.1551920772
3965		0.1247808451		0.2014944529
3966		0.1247344446		0.1594328021
3967		0.1246864779		0.1581600740
3968		0.1246358266		0.1828163524
3969		0.1245694766		0.1836022123
3970		0.1245232022		0.1635510807
3971		0.1244835196		0.1525342370
3972		0.1244454610		0.1494296302
3973		0.1244124868		0.1226304277
3974		0.1243846482		0.1309270430
3975		0.1243447122		0.1426592901
3976		0.1243153384		0.1220871777
3977		0.1242938154		0.1115335681
3978		0.1242728544		0.1147730680
3979		0.1242493472		0.1169719908
3980		0.1242247702		0.1301741978
3981		0.1241892905		0.1465391035
3982		0.1241547206		0.1152096901
3983		0.1241367630		0.0968653776
3984		0.1241226119		0.0965136340
3985		0.1241069928		0.0807399556
3986		0.1240948689		0.0713528596
3987		0.1240865262		0.0795295226
3988		0.1240784200		0.0642791898
3989		0.1240697281		0.0660593311
3990		0.1240607389		0.0873312297
3991		0.1240409741		0.1210907183
3992		0.1240085861		0.1417300851
3993		0.1239665588		0.1552451273
3994		0.1239130869		0.1636603600
3995		0.1238754123		0.1312897218
3996		0.1238504216		0.1223541292
3997		0.1238206369		0.1448929371
3998		0.1237867851		0.1412586562
3999		0.1237510317		0.1378881360
4000		0.1237226039		0.1482625013
4001		0.1236731872		0.1646710120
4002		0.1236364613		0.1550848442
4003		0.1235748703		0.2060227968
4004		0.1234730289		0.2301398773
4005		0.1233715060		0.2532047971
4006		0.1232525924		0.2105861692
4007		0.1231786972		0.1780505328
4008		0.1231247627		0.1296797100
4009		0.1230954483		0.1373172539
4010		0.1230672753		0.1170193165
4011		0.1230429128		0.1016561344
4012		0.1230275501		0.0861477490
4013		0.1230175422		0.0610246761
4014		0.1230115567		0.0598819495
4015		0.1230061451		0.0595031627
4016		0.1229977411		0.0791895865
4017		0.1229800012		0.1056597069
4018		0.1229565760		0.1253908465
4019		0.1229053078		0.1715058404
4020		0.1228472935		0.1772256794
4021		0.1227957933		0.1858448168
4022		0.1227302383		0.2160632730
4023		0.1226568615		0.2038932101
4024		0.1225965813		0.1621365104
4025		0.1225568975		0.1538891541
4026		0.1225171020		0.1279283762
4027		0.1224926858		0.1019282668
4028		0.1224777452		0.1018854976
4029		0.1224570340		0.1001797040
4030		0.1224328365		0.0932595704
4031		0.1224166970		0.0822588356
4032		0.1223994169		0.0926334188
4033		0.1223841380		0.1007472205
4034		0.1223622486		0.1297913310
4035		0.1223150706		0.1762857218
4036		0.1222500256		0.1997814564
4037		0.1221878460		0.1630435125
4038		0.1221339704		0.1559598778
4039		0.1220933280		0.1378739766
4040		0.1220604166		0.1368651130
4041		0.1220352673		0.1167189426
4042		0.1220108868		0.1068182801
4043		0.1219926989		0.0995270743
4044		0.1219750062		0.1042080669
4045		0.1219498768		0.1037834938
4046		0.1219245804		0.1474890266
4047		0.1218796458		0.1675304420
4048		0.1218273354		0.1716131428
4049		0.1217771589		0.1817329403
4050		0.1217275104		0.1598073478
4051		0.1216716087		0.1756263588
4052		0.1216114807		0.1659683874
4053		0.1215533461		0.1860644542
4054		0.1214792071		0.1846217399
4055		0.1214416401		0.1293980987
4056		0.1214160393		0.1023636414
4057		0.1213992138		0.0813226996
4058		0.1213877495		0.0758000577
4059		0.1213792839		0.0675511730
4060		0.1213700156		0.0792518278
4061		0.1213608235		0.0692640989
4062		0.1213525021		0.0700085709
4063		0.1213415503		0.0947696841
4064		0.1213259808		0.0933742379
4065		0.1213095866		0.0895683044
4066		0.1212948885		0.0885840053
4067		0.1212832002		0.0868948406
4068		0.1212684154		0.1005133652
4069		0.1212478811		0.1167608857
4070		0.1211998769		0.1780046351
4071		0.1211396300		0.1757267583
4072		0.1210668537		0.2148470008
4073		0.1210062155		0.1570236863
4074		0.1209577466		0.1664478705
4075		0.1209055371		0.1610015712
4076		0.1208536036		0.1857912132
4077		0.1207965628		0.1753776894
4078		0.1207520715		0.1746629669
4079		0.1206951791		0.1623432667
4080		0.1206520303		0.1442544564
4081		0.1205971068		0.1608162565
4082		0.1205576449		0.1644402560
4083		0.1205193905		0.1328368059
4084		0.1204972967		0.0969579967
4085		0.1204786152		0.0939870288
4086		0.1204649133		0.0775116505
4087		0.1204525609		0.0851104848
4088		0.1204409742		0.0927236259
4089		0.1204279209		0.0743924487
4090		0.1204163181		0.0748259454
4091		0.1204078523		0.0749997271
4092		0.1203951563		0.0907646564
4093		0.1203782346		0.0863580055
4094		0.1203618736		0.1168911261
4095		0.1203275977		0.1261597296
4096		0.1202948101		0.1511679482
4097		0.1202457615		0.1939839156
4098		0.1201830898		0.1893336442
4099		0.1201126933		0.1616116752
4100		0.1200658373		0.1543186134
4101		0.1200183008		0.1571005296
4102		0.1199836261		0.1256341728
4103		0.1199591596		0.1164055221
4104		0.1199284186		0.1183820391
4105		0.1199100661		0.0910028397
4106		0.1198951110		0.0893821772
4107		0.1198808831		0.0849966612
